,y
0,1.0
1,1.0
2,1.0
3,1.7272727272727273
4,2.4536082474226806
5,2.4536082474226806
6,2.2467532467532467
7,1.6896551724137931
8,2.0526315789473686
9,2.0454545454545454
10,1.7916666666666667
11,2.210526315789474
12,2.0526315789473686
13,1.75
14,2.4536082474226806
15,1.0
16,2.4536082474226806
17,2.3548387096774195
18,1.4090909090909092
19,1.0
20,2.4536082474226806
21,1.0
22,2.0615384615384613
23,2.4536082474226806
24,1.0
25,1.0
26,2.0
27,3.0
28,2.1206896551724137
29,2.1206896551724137
30,3.0
31,1.5
32,1.4090909090909092
33,1.0
34,2.2467532467532467
35,2.4536082474226806
36,2.0526315789473686
37,1.0769230769230769
38,2.0526315789473686
39,1.6896551724137931
40,2.4536082474226806
41,1.4883720930232558
42,1.0
43,1.4883720930232558
44,2.2467532467532467
45,1.0
46,2.0232558139534884
47,2.3548387096774195
48,1.4883720930232558
49,2.0526315789473686
50,1.7916666666666667
51,2.0526315789473686
52,1.4090909090909092
53,1.6896551724137931
54,2.210526315789474
55,2.3548387096774195
56,2.0454545454545454
57,2.0357142857142856
58,2.0232558139534884
59,2.3548387096774195
60,2.0232558139534884
61,1.0
62,2.0
63,2.3548387096774195
64,1.4883720930232558
65,2.3548387096774195
66,2.0454545454545454
67,2.0454545454545454
68,2.4536082474226806
69,2.1206896551724137
70,1.0
71,1.75
72,1.9285714285714286
73,1.0
74,1.0
75,1.0
76,2.4536082474226806
77,2.4536082474226806
78,2.0454545454545454
79,2.375
80,2.210526315789474
81,2.1206896551724137
82,1.4883720930232558
83,1.4883720930232558
84,2.210526315789474
85,2.2467532467532467
86,2.0357142857142856
87,1.75
88,1.7272727272727273
89,1.8
90,2.1206896551724137
91,1.75
92,2.2467532467532467
93,1.6666666666666667
94,1.0
95,2.823529411764706
96,2.3548387096774195
97,2.0526315789473686
98,1.6896551724137931
99,1.9285714285714286
100,2.2467532467532467
101,1.4883720930232558
102,2.4536082474226806
103,1.0
104,2.2467532467532467
105,1.75
106,2.4536082474226806
107,2.4536082474226806
108,2.0526315789473686
109,2.875
110,2.0454545454545454
111,2.0526315789473686
112,1.75
113,2.375
114,1.0
115,3.0
116,2.4536082474226806
117,2.5555555555555554
118,1.0
119,1.6896551724137931
120,1.0
121,1.7916666666666667
122,1.4883720930232558
123,1.4883720930232558
124,1.0
125,2.1206896551724137
126,1.4883720930232558
127,2.0454545454545454
128,2.0232558139534884
129,2.1206896551724137
130,2.210526315789474
131,1.7272727272727273
