id,y
0,1
1,1
2,1
3,1
4,3
5,1
6,3
7,1
8,1
9,3
10,3
11,3
12,2
13,2
14,3
15,1
16,2
17,3
18,1
19,1
20,2
21,1
22,2
23,1
24,1
25,1
26,1
27,3
28,1
29,3
30,1
31,1
32,1
33,1
34,3
35,2
36,2
37,1
38,3
39,1
40,3
41,1
42,1
43,2
44,3
45,1
46,2
47,3
48,1
49,2
50,1
51,2
52,1
53,1
54,3
55,2
56,3
57,3
58,2
59,2
60,1
61,1
62,1
63,3
64,1
65,1
66,3
67,3
68,1
69,3
70,1
71,2
72,3
73,1
74,1
75,1
76,1
77,2
78,2
79,3
80,1
81,3
82,2
83,2
84,3
85,2
86,2
87,3
88,3
89,3
90,1
91,2
92,1
93,2
94,1
95,3
96,3
97,2
98,1
99,1
100,3
101,1
102,3
103,3
104,3
105,1
106,3
107,3
108,1
109,3
110,3
111,2
112,2
113,2
114,1
115,2
116,3
117,3
118,1
119,2
120,1
121,2
122,3
123,3
124,1
125,1
126,1
127,3
128,2
129,3
130,1
131,1
132,1
133,1
134,1
135,3
136,3
137,1
138,3
139,1
140,3
141,1
142,1
143,1
144,3
145,1
146,1
147,3
148,2
149,2
150,1
151,3
152,2
153,3
154,3
155,1
156,2
157,3
158,2
159,2
160,3
161,3
162,3
163,3
164,3
165,1
166,2
167,1
168,2
169,2
170,3
171,3
172,1
173,1
174,3
175,1
176,3
177,3
178,2
179,2
180,3
181,2
182,3
183,1
184,1
185,3
186,1
187,3
188,1
189,3
190,1
191,3
192,1
193,1
194,1
195,3
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,3
208,2
209,3
210,3
211,2
212,3
213,3
214,1
215,2
216,1
217,1
218,3
219,2
220,2
221,3
222,3
223,1
224,3
225,1
226,1
227,3
228,1
229,1
230,3
231,3
232,1
233,2
234,2
235,2
236,1
237,1
238,1
239,1
240,1
241,1
242,3
243,3
244,3
245,2
246,2
247,1
248,3
249,3
250,3
251,3
252,1
253,1
254,1
255,1
256,1
257,3
258,2
259,1
260,3
261,2
262,1
263,1
264,1
265,2
266,2
267,1
268,2
269,2
270,2
271,1
272,3
273,1
274,1
275,1
276,1
277,3
278,2
279,3
280,1
281,2
282,3
283,3
284,3
285,1
286,1
287,1
288,2
289,3
290,2
291,1
292,1
293,3
294,3
295,1
296,1
297,1
298,1
299,1
